PUBLISHED CARRIER,OPERATOR,ORIGIN,Continent,FLIGHT NUMBER,EQUIP TYPE,ARRIVAL TIME,DEST TERM,Inbound,Outbound
Aer Lingus,Aer Lingus,"Dublin, IE",Europe,133,332,1300,E ,267.0,
Aer Lingus,Aer Lingus,"Dublin, IE",Europe,136,330,1825,E ,,322.0
Aer Lingus,Aer Lingus,"Dublin, IE",Europe,137,330,1615,E ,322.0,
Aer Lingus,Aer Lingus,"Dublin, IE",Europe,138,332,2050,E ,,267.0
Air Canada,Air Canada,"Toronto, ON, CA",Canada,354,E75,0815,B ,73.0,
Air Canada,Air Canada,"Toronto, ON, CA",Canada,355,E90,0630,B ,,97.0
Air Canada,Air Canada,"Toronto, ON, CA",Canada,356,E75,1026,B ,73.0,
Air Canada,Air Canada,"Toronto, ON, CA",Canada,357,E75,0850,B ,,73.0
Air Canada,Air Canada,"Toronto, ON, CA",Canada,358,E75,1314,B ,73.0,
Air Canada,Air Canada,"Toronto, ON, CA",Canada,359,E75,1105,B ,,73.0
Air Canada,Air Canada,"Toronto, ON, CA",Canada,360,E75,1501,B ,73.0,
Air Canada,Air Canada,"Toronto, ON, CA",Canada,361,E75,1350,B ,,73.0
Air Canada,Air Canada,"Toronto, ON, CA",Canada,362,E75,1621,B ,73.0,
Air Canada,Air Canada,"Toronto, ON, CA",Canada,363,E75,1540,B ,,73.0
Air Canada,Air Canada,"Toronto, ON, CA",Canada,364,E75,1748,B ,73.0,
Air Canada,Air Canada,"Toronto, ON, CA",Canada,365,E75,1700,B ,,73.0
Air Canada,Air Canada,"Toronto, ON, CA",Canada,366,E75,1918,B ,73.0,
Air Canada,Air Canada,"Toronto, ON, CA",Canada,367,E75,1825,B ,,73.0
Air Canada,Air Canada,"Toronto, ON, CA",Canada,368,E90,2152,B ,97.0,
Air Canada,Air Canada,"Toronto, ON, CA",Canada,369,E75,1955,B ,,73.0
Air Canada,Jazz Air,"Halifax, NS, CA",Canada,8891,CRJ,1226,B ,50.0,
Air Canada,Jazz Air,"Halifax, NS, CA",Canada,8892,CRJ,1300,B ,,50.0
Air Canada,Jazz Air,"Halifax, NS, CA",Canada,8893,CRJ,0854,B ,50.0,
Air Canada,Jazz Air,"Halifax, NS, CA",Canada,8894,CRJ,0800,B ,,50.0
Air Canada,Jazz Air,"Halifax, NS, CA",Canada,8895,CRJ,1656,B ,50.0,
Air Canada,Jazz Air,"Halifax, NS, CA",Canada,8896,CRJ,1730,B ,,50.0
Air Canada,Jazz Air,"Montreal-PET, QC, CA",Canada,7678,CRJ,0727,B ,50.0,
Air Canada,Jazz Air,"Montreal-PET, QC, CA",Canada,7679,DH4,0715,B ,,74.0
Air Canada,Jazz Air,"Montreal-PET, QC, CA",Canada,7681,CRJ,0950,B ,,50.0
Air Canada,Jazz Air,"Montreal-PET, QC, CA",Canada,7682,DH4,1235,B ,74.0,
Air Canada,Jazz Air,"Montreal-PET, QC, CA",Canada,7684,DH4,1615,B ,74.0,
Air Canada,Jazz Air,"Montreal-PET, QC, CA",Canada,7685,DH4,1315,B ,,74.0
Air Canada,Jazz Air,"Montreal-PET, QC, CA",Canada,7686,CRJ,1922,B ,50.0,
Air Canada,Jazz Air,"Montreal-PET, QC, CA",Canada,7687,DH4,1655,B ,,74.0
Air Canada,Jazz Air,"Montreal-PET, QC, CA",Canada,7688,DH4,2115,B ,74.0,
Air Canada,Jazz Air,"Montreal-PET, QC, CA",Canada,7689,CRJ,1805,B ,,50.0
Air Canada,Jazz Air,"Ottawa, ON, CA",Canada,8044,CRJ,0917,B ,50.0,
Air Canada,Jazz Air,"Ottawa, ON, CA",Canada,8045,CRJ,0925,B ,,50.0
Air Canada,Jazz Air,"Ottawa, ON, CA",Canada,8048,CRJ,1732,B ,50.0,
Air Canada,Jazz Air,"Ottawa, ON, CA",Canada,8049,CRJ,2005,B ,,50.0
Air France,Air France,"Paris-De Gaulle, FR",Europe,321,744,2255,E ,,477.0
Air France,Air France,"Paris-De Gaulle, FR",Europe,322,744,2035,E ,477.0,
AirTran Airways,AirTran Airways,"Akron/Canton, OH, US",North America,25,717,1901,E ,117.0,
AirTran Airways,AirTran Airways,"Akron/Canton, OH, US",North America,421,717,1740,E ,,117.0
AirTran Airways,AirTran Airways,"Atlanta, GA, US",North America,117,717,2339,E ,117.0,
AirTran Airways,AirTran Airways,"Atlanta, GA, US",North America,1842,717,1516,E ,117.0,
AirTran Airways,AirTran Airways,"Atlanta, GA, US",North America,1843,717,1556,E ,,117.0
AirTran Airways,AirTran Airways,"Atlanta, GA, US",North America,274,717,1310,E ,,117.0
AirTran Airways,AirTran Airways,"Atlanta, GA, US",North America,291,717,1644,E ,117.0,
AirTran Airways,AirTran Airways,"Atlanta, GA, US",North America,305,717,1859,E ,,117.0
AirTran Airways,AirTran Airways,"Atlanta, GA, US",North America,344,717,1807,E ,117.0,
AirTran Airways,AirTran Airways,"Atlanta, GA, US",North America,492,717,1303,E ,117.0,
AirTran Airways,AirTran Airways,"Atlanta, GA, US",North America,58,717,0700,E ,,117.0
AirTran Airways,AirTran Airways,"Atlanta, GA, US",North America,613,717,1455,E ,,117.0
AirTran Airways,AirTran Airways,"Baltimore, MD, US",North America,106,717,0600,E ,,117.0
AirTran Airways,AirTran Airways,"Baltimore, MD, US",North America,118,717,1412,E ,117.0,
AirTran Airways,AirTran Airways,"Baltimore, MD, US",North America,181,717,0927,E ,117.0,
AirTran Airways,AirTran Airways,"Baltimore, MD, US",North America,258,717,1726,E ,117.0,
AirTran Airways,AirTran Airways,"Baltimore, MD, US",North America,261,717,1117,E ,117.0,
AirTran Airways,AirTran Airways,"Baltimore, MD, US",North America,270,717,1724,E ,,117.0
AirTran Airways,AirTran Airways,"Baltimore, MD, US",North America,283,717,2237,E ,117.0,
AirTran Airways,AirTran Airways,"Baltimore, MD, US",North America,294,717,1941,E ,,117.0
AirTran Airways,AirTran Airways,"Baltimore, MD, US",North America,387,717,1010,E ,,117.0
AirTran Airways,AirTran Airways,"Baltimore, MD, US",North America,404,717,1551,E ,117.0,
AirTran Airways,AirTran Airways,"Baltimore, MD, US",North America,619,717,1631,E ,,117.0
AirTran Airways,AirTran Airways,"Baltimore, MD, US",North America,655,717,1345,E ,,117.0
AirTran Airways,AirTran Airways,"Milwaukee, WI, US",North America,1502,717,1510,E ,117.0,
AirTran Airways,AirTran Airways,"Milwaukee, WI, US",North America,1503,717,1550,E ,,117.0
AirTran Airways,AirTran Airways,"Milwaukee, WI, US",North America,180,717,0620,E ,,117.0
AirTran Airways,AirTran Airways,"Milwaukee, WI, US",North America,295,717,1657,E ,117.0,
AirTran Airways,AirTran Airways,"Milwaukee, WI, US",North America,379,717,1230,E ,117.0,
AirTran Airways,AirTran Airways,"Milwaukee, WI, US",North America,414,717,1806,E ,,117.0
AirTran Airways,AirTran Airways,"Milwaukee, WI, US",North America,471,717,2330,E ,117.0,
AirTran Airways,AirTran Airways,"Milwaukee, WI, US",North America,668,717,1157,E ,,117.0
Alaska Airlines,Alaska Airlines,"Portland, OR, US",North America,30,73H,1555,A ,157.0,
Alaska Airlines,Alaska Airlines,"Portland, OR, US",North America,35,73H,1655,A ,,157.0
Alaska Airlines,Alaska Airlines,"Seattle/Tacoma, WA, US",North America,12,73H,1728,A ,157.0,
Alaska Airlines,Alaska Airlines,"Seattle/Tacoma, WA, US",North America,15,73H,1830,A ,,157.0
Alaska Airlines,Alaska Airlines,"Seattle/Tacoma, WA, US",North America,24,73H,0645,A ,157.0,
Alaska Airlines,Alaska Airlines,"Seattle/Tacoma, WA, US",North America,25,73H,0800,A ,,157.0
Alitalia,Alitalia,"Rome-Da Vinci, IT",Europe,614,332,1420,E ,279.0,
Alitalia,Alitalia,"Rome-Da Vinci, IT",Europe,615,332,1710,E ,,279.0
American Airlines,American Airlines,"Chicago-O'Hare, IL, US",North America,1044,738,1335,B ,160.0,
American Airlines,American Airlines,"Chicago-O'Hare, IL, US",North America,1179,738,1725,B ,,160.0
American Airlines,American Airlines,"Chicago-O'Hare, IL, US",North America,1184,738,1810,B ,160.0,
American Airlines,American Airlines,"Chicago-O'Hare, IL, US",North America,1295,738,0915,B ,,160.0
American Airlines,American Airlines,"Chicago-O'Hare, IL, US",North America,1296,738,2325,B ,160.0,
American Airlines,American Airlines,"Chicago-O'Hare, IL, US",North America,1481,738,1025,B ,,160.0
American Airlines,American Airlines,"Chicago-O'Hare, IL, US",North America,154,738,2105,B ,160.0,
American Airlines,American Airlines,"Chicago-O'Hare, IL, US",North America,1547,738,1150,B ,,160.0
American Airlines,American Airlines,"Chicago-O'Hare, IL, US",North America,1718,738,1055,B ,160.0,
American Airlines,American Airlines,"Chicago-O'Hare, IL, US",North America,1725,738,0610,B ,,160.0
American Airlines,American Airlines,"Chicago-O'Hare, IL, US",North America,2003,738,0800,B ,,160.0
American Airlines,American Airlines,"Chicago-O'Hare, IL, US",North America,2098,738,1905,B ,160.0,
American Airlines,American Airlines,"Chicago-O'Hare, IL, US",North America,2340,738,1630,B ,160.0,
American Airlines,American Airlines,"Chicago-O'Hare, IL, US",North America,2487,738,1430,B ,,160.0
American Airlines,American Airlines,"Chicago-O'Hare, IL, US",North America,537,738,1905,B ,,160.0
American Airlines,American Airlines,"Chicago-O'Hare, IL, US",North America,755,738,0705,B ,,160.0
American Airlines,American Airlines,"Chicago-O'Hare, IL, US",North America,874,738,2210,B ,160.0,
American Airlines,American Airlines,"Chicago-O'Hare, IL, US",North America,876,738,0930,B ,160.0,
American Airlines,American Airlines,"Dallas/Fort Worth, TX, US",North America,1106,757,1240,B ,187.0,
American Airlines,American Airlines,"Dallas/Fort Worth, TX, US",North America,1211,738,1155,B ,,160.0
American Airlines,American Airlines,"Dallas/Fort Worth, TX, US",North America,1303,757,1345,B ,,187.0
American Airlines,American Airlines,"Dallas/Fort Worth, TX, US",North America,1365,757,0950,B ,,187.0
American Airlines,American Airlines,"Dallas/Fort Worth, TX, US",North America,1466,738,1055,B ,160.0,
American Airlines,American Airlines,"Dallas/Fort Worth, TX, US",North America,1495,757,1840,B ,,187.0
American Airlines,American Airlines,"Dallas/Fort Worth, TX, US",North America,1616,738,1425,B ,160.0,
American Airlines,American Airlines,"Dallas/Fort Worth, TX, US",North America,1882,757,1740,B ,187.0,
American Airlines,American Airlines,"Dallas/Fort Worth, TX, US",North America,2413,738,0545,B ,,160.0
American Airlines,American Airlines,"Dallas/Fort Worth, TX, US",North America,349,738,1520,B ,,160.0
American Airlines,American Airlines,"Dallas/Fort Worth, TX, US",North America,381,738,0740,B ,,160.0
American Airlines,American Airlines,"Dallas/Fort Worth, TX, US",North America,406,757,1540,B ,187.0,
American Airlines,American Airlines,"Dallas/Fort Worth, TX, US",North America,541,757,1645,B ,,187.0
American Airlines,American Airlines,"Dallas/Fort Worth, TX, US",North America,560,738,2000,B ,160.0,
American Airlines,American Airlines,"Dallas/Fort Worth, TX, US",North America,610,757,0010,B ,187.0,
American Airlines,American Airlines,"Dallas/Fort Worth, TX, US",North America,880,738,2215,B ,160.0,
American Airlines,American Airlines,"London-Heathrow, EN, GB",Europe,108,757,2010,B ,,187.0
American Airlines,American Airlines,"London-Heathrow, EN, GB",Europe,109,757,1505,E ,187.0,
American Airlines,American Airlines,"London-Heathrow, EN, GB",Europe,124,757,2225,B ,,187.0
American Airlines,American Airlines,"London-Heathrow, EN, GB",Europe,125,757,1750,E ,187.0,
American Airlines,American Airlines,"London-Heathrow, EN, GB",Europe,155,757,2050,E ,187.0,
American Airlines,American Airlines,"London-Heathrow, EN, GB",Europe,156,757,0900,B ,,187.0
American Airlines,American Airlines,"Los Angeles, CA, US",North America,143,757,1650,B ,,187.0
American Airlines,American Airlines,"Los Angeles, CA, US",North America,192,738,0605,B ,160.0,
American Airlines,American Airlines,"Los Angeles, CA, US",North America,202,757,2050,B ,187.0,
American Airlines,American Airlines,"Los Angeles, CA, US",North America,206,738,2315,B ,160.0,
American Airlines,American Airlines,"Los Angeles, CA, US",North America,207,738,1030,B ,,160.0
American Airlines,American Airlines,"Los Angeles, CA, US",North America,222,757,1540,B ,187.0,
American Airlines,American Airlines,"Los Angeles, CA, US",North America,223,757,1945,B ,,187.0
American Airlines,American Airlines,"Los Angeles, CA, US",North America,25,738,0705,B ,,160.0
American Airlines,American Airlines,"Miami, FL, US",North America,1506,757,1645,B ,187.0,
American Airlines,American Airlines,"Miami, FL, US",North America,1517,757,1520,B ,,187.0
American Airlines,American Airlines,"Miami, FL, US",North America,1640,757,0005,B ,187.0,
American Airlines,American Airlines,"Miami, FL, US",North America,1810,757,2255,B ,187.0,
American Airlines,American Airlines,"Miami, FL, US",North America,1926,757,1830,B ,187.0,
American Airlines,American Airlines,"Miami, FL, US",North America,1951,757,1745,B ,,187.0
American Airlines,American Airlines,"Miami, FL, US",North America,2062,757,1415,B ,187.0,
American Airlines,American Airlines,"Miami, FL, US",North America,452,757,1030,B ,187.0,
American Airlines,American Airlines,"Miami, FL, US",North America,469,757,0810,B ,,187.0
American Airlines,American Airlines,"Miami, FL, US",North America,573,757,0910,B ,,187.0
American Airlines,American Airlines,"Miami, FL, US",North America,588,757,2045,B ,187.0,
American Airlines,American Airlines,"Miami, FL, US",North America,645,757,0535,B ,,187.0
American Airlines,American Airlines,"Miami, FL, US",North America,801,757,0640,B ,,187.0
American Airlines,American Airlines,"Miami, FL, US",North America,903,757,1130,B ,,187.0
American Airlines,American Airlines,"New York-JFK, NY, US",North America,1786,738,1740,B ,160.0,
American Airlines,American Airlines,"New York-JFK, NY, US",North America,1807,738,1850,B ,,160.0
American Airlines,American Airlines,"New York-JFK, NY, US",North America,1838,738,0915,B ,160.0,
American Airlines,American Airlines,"New York-JFK, NY, US",North America,1850,738,1400,B ,160.0,
American Airlines,American Airlines,"New York-JFK, NY, US",North America,1851,738,1505,B ,,160.0
American Airlines,American Airlines,"New York-JFK, NY, US",North America,1899,738,1020,B ,,160.0
American Airlines,American Airlines,"Paris-De Gaulle, FR",Europe,146,757,1845,B ,,187.0
American Airlines,American Airlines,"Paris-De Gaulle, FR",Europe,147,757,1535,E ,187.0,
British Airways,British Airways,"London-Heathrow, EN, GB",Europe,212,744,1910,E ,,312.0
British Airways,British Airways,"London-Heathrow, EN, GB",Europe,213,744,1320,E ,312.0,
British Airways,British Airways,"London-Heathrow, EN, GB",Europe,214,744,2220,E ,,312.0
British Airways,British Airways,"London-Heathrow, EN, GB",Europe,215,744,1945,E ,312.0,
British Airways,British Airways,"London-Heathrow, EN, GB",Europe,238,777,0815,E ,,275.0
British Airways,British Airways,"London-Heathrow, EN, GB",Europe,239,777,2140,E ,275.0,
Cape Air,Cape Air,"Albany, NY, US",North America,1810,CNA,0934,C ,9.0,
Cape Air,Cape Air,"Albany, NY, US",North America,1811,CNA,0858,C ,,9.0
Cape Air,Cape Air,"Albany, NY, US",North America,1814,CNA,1526,C ,9.0,
Cape Air,Cape Air,"Albany, NY, US",North America,1815,CNA,1255,C ,,9.0
Cape Air,Cape Air,"Albany, NY, US",North America,1816,CNA,1935,C ,9.0,
Cape Air,Cape Air,"Albany, NY, US",North America,1817,CNA,1704,C ,,9.0
Cape Air,Cape Air,"Augusta, ME, US",North America,1000,CNA,0705,C ,9.0,
Cape Air,Cape Air,"Augusta, ME, US",North America,1001,CNA,0855,C ,,9.0
Cape Air,Cape Air,"Augusta, ME, US",North America,1002,CNA,1135,C ,9.0,
Cape Air,Cape Air,"Augusta, ME, US",North America,1003,CNA,1230,C ,,9.0
Cape Air,Cape Air,"Augusta, ME, US",North America,1004,CNA,1515,C ,9.0,
Cape Air,Cape Air,"Augusta, ME, US",North America,1005,CNA,1610,C ,,9.0
Cape Air,Cape Air,"Augusta, ME, US",North America,1006,CNA,1845,C ,9.0,
Cape Air,Cape Air,"Augusta, ME, US",North America,1007,CNA,1950,C ,,9.0
Cape Air,Cape Air,"Bar Harbor, ME, US",North America,1830,CNA,0724,C ,9.0,
Cape Air,Cape Air,"Bar Harbor, ME, US",North America,1837,CNA,1727,C ,,9.0
Cape Air,Cape Air,"Hyannis, MA, US",North America,702,CNA,0705,C ,9.0,
Cape Air,Cape Air,"Hyannis, MA, US",North America,705,CNA,0900,C ,,9.0
Cape Air,Cape Air,"Hyannis, MA, US",North America,708,CNA,1030,C ,9.0,
Cape Air,Cape Air,"Hyannis, MA, US",North America,711,CNA,1505,C ,,9.0
Cape Air,Cape Air,"Hyannis, MA, US",North America,712,CNA,1635,C ,9.0,
Cape Air,Cape Air,"Hyannis, MA, US",North America,715,CNA,1840,C ,,9.0
Cape Air,Cape Air,"Lebanon, NH, US",North America,1870,CNA,0710,C ,9.0,
Cape Air,Cape Air,"Lebanon, NH, US",North America,1871,CNA,0855,C ,,9.0
Cape Air,Cape Air,"Lebanon, NH, US",North America,1874,CNA,1105,C ,9.0,
Cape Air,Cape Air,"Lebanon, NH, US",North America,1875,CNA,1200,C ,,9.0
Cape Air,Cape Air,"Lebanon, NH, US",North America,1876,CNA,1430,C ,9.0,
Cape Air,Cape Air,"Lebanon, NH, US",North America,1877,CNA,1545,C ,,9.0
Cape Air,Cape Air,"Lebanon, NH, US",North America,1878,CNA,1800,C ,9.0,
Cape Air,Cape Air,"Lebanon, NH, US",North America,1881,CNA,2015,C ,,9.0
Cape Air,Cape Air,"Martha's Vineyard, MA, US",North America,300,CNA,0717,C ,9.0,
Cape Air,Cape Air,"Martha's Vineyard, MA, US",North America,301,CNA,0630,C ,,9.0
Cape Air,Cape Air,"Martha's Vineyard, MA, US",North America,302,CNA,0804,C ,9.0,
Cape Air,Cape Air,"Martha's Vineyard, MA, US",North America,303,CNA,0742,C ,,9.0
Cape Air,Cape Air,"Martha's Vineyard, MA, US",North America,304,CNA,0916,C ,9.0,
Cape Air,Cape Air,"Martha's Vineyard, MA, US",North America,305,CNA,0829,C ,,9.0
Cape Air,Cape Air,"Martha's Vineyard, MA, US",North America,306,CNA,1003,C ,9.0,
Cape Air,Cape Air,"Martha's Vineyard, MA, US",North America,307,CNA,1011,C ,,9.0
Cape Air,Cape Air,"Martha's Vineyard, MA, US",North America,308,CNA,1145,C ,9.0,
Cape Air,Cape Air,"Martha's Vineyard, MA, US",North America,309,CNA,1058,C ,,9.0
Cape Air,Cape Air,"Martha's Vineyard, MA, US",North America,310,CNA,1232,C ,9.0,
Cape Air,Cape Air,"Martha's Vineyard, MA, US",North America,313,CNA,1257,C ,,9.0
Cape Air,Cape Air,"Martha's Vineyard, MA, US",North America,314,CNA,1431,C ,9.0,
Cape Air,Cape Air,"Martha's Vineyard, MA, US",North America,315,CNA,1414,C ,,9.0
Cape Air,Cape Air,"Martha's Vineyard, MA, US",North America,316,CNA,1548,C ,9.0,
Cape Air,Cape Air,"Martha's Vineyard, MA, US",North America,317,CNA,1456,C ,,9.0
Cape Air,Cape Air,"Martha's Vineyard, MA, US",North America,319,CNA,1613,C ,,9.0
Cape Air,Cape Air,"Martha's Vineyard, MA, US",North America,320,CNA,1630,C ,9.0,
Cape Air,Cape Air,"Martha's Vineyard, MA, US",North America,321,CNA,1725,C ,,9.0
Cape Air,Cape Air,"Martha's Vineyard, MA, US",North America,322,CNA,1747,C ,9.0,
Cape Air,Cape Air,"Martha's Vineyard, MA, US",North America,324,CNA,1904,C ,9.0,
Cape Air,Cape Air,"Martha's Vineyard, MA, US",North America,325,CNA,1843,C ,,9.0
Cape Air,Cape Air,"Martha's Vineyard, MA, US",North America,327,CNA,1929,C ,,9.0
Cape Air,Cape Air,"Martha's Vineyard, MA, US",North America,332,CNA,2103,C ,9.0,
Cape Air,Cape Air,"Nantucket, MA, US",North America,500,CNA,0645,C ,9.0,
Cape Air,Cape Air,"Nantucket, MA, US",North America,501,CNA,0705,C ,,9.0
Cape Air,Cape Air,"Nantucket, MA, US",North America,504,CNA,0755,C ,9.0,
Cape Air,Cape Air,"Nantucket, MA, US",North America,505,CNA,0820,C ,,9.0
Cape Air,Cape Air,"Nantucket, MA, US",North America,506,CNA,0855,C ,9.0,
Cape Air,Cape Air,"Nantucket, MA, US",North America,510,CNA,1010,C ,9.0,
Cape Air,Cape Air,"Nantucket, MA, US",North America,511,CNA,0950,C ,,9.0
Cape Air,Cape Air,"Nantucket, MA, US",North America,514,CNA,1140,C ,9.0,
Cape Air,Cape Air,"Nantucket, MA, US",North America,515,CNA,1105,C ,,9.0
Cape Air,Cape Air,"Nantucket, MA, US",North America,520,CNA,1255,C ,9.0,
Cape Air,Cape Air,"Nantucket, MA, US",North America,523,CNA,1325,C ,,9.0
Cape Air,Cape Air,"Nantucket, MA, US",North America,527,CNA,1420,C ,,9.0
Cape Air,Cape Air,"Nantucket, MA, US",North America,528,CNA,1520,C ,9.0,
Cape Air,Cape Air,"Nantucket, MA, US",North America,530,CNA,1610,C ,9.0,
Cape Air,Cape Air,"Nantucket, MA, US",North America,531,CNA,1545,C ,,9.0
Cape Air,Cape Air,"Nantucket, MA, US",North America,533,CNA,1455,C ,,9.0
Cape Air,Cape Air,"Nantucket, MA, US",North America,534,CNA,1740,C ,9.0,
Cape Air,Cape Air,"Nantucket, MA, US",North America,535,CNA,1635,C ,,9.0
Cape Air,Cape Air,"Nantucket, MA, US",North America,538,CNA,1825,C ,9.0,
Cape Air,Cape Air,"Nantucket, MA, US",North America,539,CNA,1835,C ,,9.0
Cape Air,Cape Air,"Nantucket, MA, US",North America,545,CNA,1925,C ,,9.0
Cape Air,Cape Air,"Nantucket, MA, US",North America,546,CNA,2030,C ,9.0,
Cape Air,Cape Air,"Nantucket, MA, US",North America,551,CNA,2100,C ,,9.0
Cape Air,Cape Air,"Provincetown, MA, US",North America,202,CNA,0703,C ,9.0,
Cape Air,Cape Air,"Provincetown, MA, US",North America,203,CNA,0725,C ,,9.0
Cape Air,Cape Air,"Provincetown, MA, US",North America,207,CNA,0912,C ,,9.0
Cape Air,Cape Air,"Provincetown, MA, US",North America,208,CNA,0843,C ,9.0,
Cape Air,Cape Air,"Provincetown, MA, US",North America,211,CNA,1124,C ,,9.0
Cape Air,Cape Air,"Provincetown, MA, US",North America,212,CNA,1029,C ,9.0,
Cape Air,Cape Air,"Provincetown, MA, US",North America,216,CNA,1241,C ,9.0,
Cape Air,Cape Air,"Provincetown, MA, US",North America,219,CNA,1435,C ,,9.0
Cape Air,Cape Air,"Provincetown, MA, US",North America,224,CNA,1553,C ,9.0,
Cape Air,Cape Air,"Provincetown, MA, US",North America,233,CNA,1650,C ,,9.0
Cape Air,Cape Air,"Provincetown, MA, US",North America,241,CNA,1851,C ,,9.0
Cape Air,Cape Air,"Provincetown, MA, US",North America,242,CNA,1815,C ,9.0,
Cape Air,Cape Air,"Rockland, ME, US",North America,1850,CNA,0735,C ,9.0,
Cape Air,Cape Air,"Rockland, ME, US",North America,1851,CNA,0800,C ,,9.0
Cape Air,Cape Air,"Rockland, ME, US",North America,1852,CNA,1105,C ,9.0,
Cape Air,Cape Air,"Rockland, ME, US",North America,1853,CNA,1055,C ,,9.0
Cape Air,Cape Air,"Rockland, ME, US",North America,1854,CNA,1330,C ,9.0,
Cape Air,Cape Air,"Rockland, ME, US",North America,1855,CNA,1150,C ,,9.0
Cape Air,Cape Air,"Rockland, ME, US",North America,1856,CNA,1430,C ,9.0,
Cape Air,Cape Air,"Rockland, ME, US",North America,1857,CNA,1455,C ,,9.0
Cape Air,Cape Air,"Rockland, ME, US",North America,1858,CNA,1805,C ,9.0,
Cape Air,Cape Air,"Rockland, ME, US",North America,1859,CNA,1850,C ,,9.0
Cape Air,Cape Air,"Rockland, ME, US",North America,1861,CNA,1000,C ,,9.0
Cape Air,Cape Air,"Rockland, ME, US",North America,918,CNA,1230,C ,9.0,
Cape Air,Cape Air,"Rutland, VT, US",North America,50,CNA,0714,C ,9.0,
Cape Air,Cape Air,"Rutland, VT, US",North America,55,CNA,0955,C ,,9.0
Cape Air,Cape Air,"Rutland, VT, US",North America,60,CNA,1229,C ,9.0,
Cape Air,Cape Air,"Rutland, VT, US",North America,61,CNA,1325,C ,,9.0
Cape Air,Cape Air,"Rutland, VT, US",North America,68,CNA,1559,C ,9.0,
Cape Air,Cape Air,"Rutland, VT, US",North America,69,CNA,1430,C ,,9.0
Cape Air,Cape Air,"Rutland, VT, US",North America,72,CNA,1702,C ,9.0,
Cape Air,Cape Air,"Rutland, VT, US",North America,73,CNA,1743,C ,,9.0
Cape Air,Cape Air,"Saranac Lake, NY, US",North America,1026,CNA,0729,C ,9.0,
Cape Air,Cape Air,"Saranac Lake, NY, US",North America,1029,CNA,0755,C ,,9.0
Cape Air,Cape Air,"Saranac Lake, NY, US",North America,1030,CNA,1159,C ,9.0,
Cape Air,Cape Air,"Saranac Lake, NY, US",North America,1031,CNA,1000,C ,,9.0
Cape Air,Cape Air,"Saranac Lake, NY, US",North America,1032,CNA,1334,C ,9.0,
Cape Air,Cape Air,"Saranac Lake, NY, US",North America,1033,CNA,1225,C ,,9.0
Cape Air,Cape Air,"Saranac Lake, NY, US",North America,1034,CNA,1554,C ,9.0,
Cape Air,Cape Air,"Saranac Lake, NY, US",North America,1035,CNA,1620,C ,,9.0
Cape Air,Cape Air,"Saranac Lake, NY, US",North America,1036,CNA,2024,C ,9.0,
Cape Air,Cape Air,"Saranac Lake, NY, US",North America,1037,CNA,2050,C ,,9.0
Delta Air Lines,Chautauqua Airlines Inc.,"Columbus, OH, US",North America,6103,ERJ,0824,A ,50.0,
Delta Air Lines,Chautauqua Airlines Inc.,"Columbus, OH, US",North America,6103,ERJ,0859,A ,0.0,50.0
Delta Air Lines,Comair,"Cincinnati, OH/Covington, KY, US",North America,3002,CR7,1345,A ,66.0,
Delta Air Lines,Comair,"Cincinnati, OH/Covington, KY, US",North America,3015,CR9,2214,A ,76.0,
Delta Air Lines,Comair,"Cincinnati, OH/Covington, KY, US",North America,3098,CR7,0909,A ,66.0,
Delta Air Lines,Comair,"Cincinnati, OH/Covington, KY, US",North America,3221,CR9,0600,A ,,76.0
Delta Air Lines,Comair,"Cincinnati, OH/Covington, KY, US",North America,3223,CR7,1015,A ,,66.0
Delta Air Lines,Comair,"Detroit, MI, US",North America,3011,CR7,0720,A ,,66.0
Delta Air Lines,Comair,"Memphis, TN, US",North America,3005,CR7,1610,A ,,66.0
Delta Air Lines,Comair,"Raleigh/Durham, NC, US",North America,3023,CR7,0945,A ,,66.0
Delta Air Lines,Comair,"Raleigh/Durham, NC, US",North America,3195,CR7,1940,A ,,66.0
Delta Air Lines,Comair,"Raleigh/Durham, NC, US",North America,3196,CR7,0856,A ,66.0,
Delta Air Lines,Comair,"Raleigh/Durham, NC, US",North America,3203,CR7,1420,A ,,66.0
Delta Air Lines,Comair,"Raleigh/Durham, NC, US",North America,3203,CR7,1905,A ,66.0,
Delta Air Lines,Comair,"Raleigh/Durham, NC, US",North America,3212,CR7,1425,A ,66.0,
Delta Air Lines,Delta Air Lines,"Amsterdam, NL",Europe,230,333,1645,A ,,298.0
Delta Air Lines,Delta Air Lines,"Amsterdam, NL",Europe,231,333,1300,E ,298.0,
Delta Air Lines,Delta Air Lines,"Amsterdam, NL",Europe,267,767,1655,E ,218.0,
Delta Air Lines,Delta Air Lines,"Amsterdam, NL",Europe,604,767,1855,A ,,218.0
Delta Air Lines,Delta Air Lines,"Atlanta, GA, US",North America,1001,757,1100,A ,,183.0
Delta Air Lines,Delta Air Lines,"Atlanta, GA, US",North America,1100,320,2151,A ,151.0,
Delta Air Lines,Delta Air Lines,"Atlanta, GA, US",North America,1201,757,1845,A ,,183.0
Delta Air Lines,Delta Air Lines,"Atlanta, GA, US",North America,1400,757,1754,A ,183.0,
Delta Air Lines,Delta Air Lines,"Atlanta, GA, US",North America,1401,757,0600,A ,,183.0
Delta Air Lines,Delta Air Lines,"Atlanta, GA, US",North America,1501,757,0715,A ,,183.0
