,Carrier,Dep Arpt,Arr Arpt,Gate Time,Dir,Slack,Gate Dep Dly,Gate Arr Dly,Carrier Delay
8,UAL,DEN,ASE,20:32,Out,-4,0,0,0
8,UAL,DEN,SAT,20:33,Out,-3,0,0,0
8,UAL,DEN,TUL,20:33,Out,-2,45,32,0
8,UAL,COD,DEN,20:36,In,-3,7,0,0
8,UAL,DEN,OMA,20:37,Out,-2,49,40,0
8,UAL,LAX,DEN,20:37,In,-3,38,25,12
8,UAL,DEN,MAF,20:38,Out,-2,0,0,0
8,UAL,IAD,DEN,20:38,In,-3,0,0,0
8,UAL,MCI,DEN,20:41,In,-4,47,48,0
8,UAL,FCA,DEN,20:41,In,-5,0,0,0
8,UAL,MSN,DEN,20:42,In,-6,0,0,0
8,UAL,DEN,DFW,20:43,Out,-5,8,0,0
8,UAL,DFW,DEN,20:43,In,-6,0,0,0
8,UAL,DEN,DAY,20:44,Out,-5,74,60,0
8,UAL,RAP,DEN,20:45,In,-6,114,104,0
8,UAL,GEG,DEN,20:46,In,-7,24,22,0
8,UAL,DEN,MOT,20:47,Out,-6,1,3,0
8,UAL,DEN,MSP,20:48,Out,-5,0,0,0
8,UAL,AUS,DEN,20:49,In,-6,9,6,0
8,UAL,MSO,DEN,20:50,In,-7,0,0,0
8,UAL,DEN,DSM,20:50,Out,-6,2,0,0
8,UAL,PHX,DEN,20:53,In,-7,52,52,3
8,UAL,BZN,DEN,20:53,In,-8,0,0,0
8,UAL,STL,DEN,20:56,In,-9,53,41,0
8,UAL,DRO,DEN,20:56,In,-10,0,0,0
8,UAL,DEN,MLI,20:57,Out,-9,0,4,0
8,UAL,SNA,DEN,20:57,In,-10,0,0,0
8,UAL,BOS,DEN,20:58,In,-11,29,18,2
8,UAL,SJC,DEN,20:59,In,-12,0,0,0
8,UAL,BUR,DEN,21:03,In,-13,18,2,0
8,UAL,CMH,DEN,21:03,In,-14,10,13,0
8,UAL,CLE,DEN,21:04,In,-15,26,24,0
8,UAL,DEN,PHL,21:04,Out,-14,77,63,2
8,UAL,BIL,DEN,21:07,In,-15,14,0,0
8,UAL,MCI,DEN,21:07,In,-16,62,49,0
8,UAL,ORD,DEN,21:07,In,-17,23,31,23
8,UAL,DEN,CID,21:08,Out,-16,17,11,0
8,UAL,RAP,DEN,21:08,In,-17,33,19,0
8,UAL,FAR,DEN,21:08,In,-18,17,6,0
8,UAL,DEN,MEM,21:10,Out,-17,0,33,0
8,UAL,DEN,SGF,21:11,Out,-16,26,15,0
8,UAL,SMF,DEN,21:11,In,-17,0,3,0
8,UAL,BIS,DEN,21:13,In,-18,3,8,0
8,UAL,BOI,DEN,21:13,In,-19,4,1,0
8,UAL,PHL,DEN,21:13,In,-20,8,22,0
8,UAL,MOT,DEN,21:16,In,-21,0,1,0
8,UAL,TUL,DEN,21:17,In,-22,0,6,0
8,UAL,DTW,DEN,21:17,In,-23,21,31,0
8,UAL,DEN,SDF,21:19,Out,-22,93,86,77
8,UAL,ABQ,DEN,21:19,In,-23,59,40,0
8,UAL,SLC,DEN,21:20,In,-24,0,0,0
8,UAL,IND,DEN,21:23,In,-25,38,50,12
8,UAL,TUL,DEN,21:24,In,-26,187,186,27
8,UAL,MCO,DEN,21:24,In,-27,20,44,0
8,UAL,SEA,DEN,21:27,In,-28,23,7,0
8,UAL,ELP,DEN,21:28,In,-29,18,50,0
8,UAL,IAH,DEN,21:28,In,-30,42,33,8
8,UAL,SAT,DEN,21:30,In,-31,43,37,0
8,UAL,LAS,DEN,21:31,In,-32,36,25,0
8,UAL,DEN,COS,21:33,Out,-31,3,3,0
8,UAL,DEN,AUS,21:35,Out,-30,36,19,0
8,UAL,DEN,STL,21:38,Out,-29,45,27,0
8,UAL,DEN,LIT,21:40,Out,-28,67,70,18
8,UAL,DEN,ORD,21:40,Out,-27,87,68,2
8,UAL,CPR,DEN,21:46,In,-28,9,34,0
8,UAL,DEN,HLN,21:46,Out,-27,0,0,0
8,UAL,DEN,ORD,21:47,Out,-26,0,0,0
8,UAL,EWR,DEN,21:48,In,-27,30,53,28
8,UAL,LAX,DEN,21:48,In,-28,0,0,0
8,UAL,DEN,SJC,21:49,Out,-27,0,0,0
8,UAL,DEN,FCA,21:50,Out,-26,0,0,0
8,UAL,DEN,MCI,21:51,Out,-25,0,0,0
8,UAL,DEN,SBA,21:52,Out,-24,0,0,0
8,UAL,DEN,PSP,21:53,Out,-23,0,0,0
8,UAL,DEN,SEA,21:53,Out,-22,175,159,159
8,UAL,DEN,ELP,21:54,Out,-21,0,0,0
8,UAL,DEN,MSO,21:54,Out,-20,5,6,0
8,UAL,DEN,BIS,21:55,Out,-19,0,2,0
8,UAL,DEN,CPR,21:55,Out,-18,0,0,0
8,UAL,DEN,PSC,21:55,Out,-17,0,2,0
8,UAL,DEN,DRO,21:56,Out,-16,0,0,0
8,UAL,DEN,DFW,21:56,Out,-15,5,0,0
8,UAL,DEN,BZN,21:56,Out,-14,0,0,0
8,UAL,DEN,RAP,21:57,Out,-13,0,0,0
8,UAL,DEN,IDA,21:58,Out,-12,1,7,0
8,UAL,PIT,DEN,21:59,In,-13,53,43,0
8,UAL,ORD,DEN,22:00,In,-14,13,3,0
8,UAL,DEN,OMA,22:01,Out,-13,6,0,0
8,UAL,DEN,ASE,22:01,Out,-12,18,15,15
8,UAL,DEN,COS,22:02,Out,-11,41,35,0
8,UAL,DEN,GCC,22:02,Out,-10,132,133,132
8,UAL,DEN,PDX,22:02,Out,-9,5,0,0
8,UAL,DEN,GRR,22:03,Out,-8,143,133,0
8,UAL,DEN,FAT,22:03,Out,-7,3,0,0
8,UAL,DEN,LNK,22:04,Out,-6,21,5,0
8,UAL,DEN,HDN,22:05,Out,-5,5,0,0
8,UAL,LNK,DEN,22:07,In,-6,72,59,0
8,UAL,DEN,RKS,22:08,Out,-5,13,22,12
8,UAL,DEN,MFR,22:10,Out,-4,19,0,0
8,UAL,SLC,DEN,22:11,In,-5,47,51,7
8,UAL,DEN,BNA,22:11,Out,-4,147,151,47
8,UAL,DEN,GTF,22:11,Out,-3,15,6,0
8,UAL,DEN,GJT,22:12,Out,-2,10,6,0
8,UAL,DEN,IAH,22:12,Out,-1,24,7,0
8,UAL,DEN,LAX,22:12,Out,0,37,35,3
8,UAL,IAH,DEN,22:17,In,-1,184,169,14
8,UAL,DEN,GEG,22:19,Out,0,28,21,6
8,UAL,DEN,ONT,22:20,Out,1,23,22,7
8,UAL,DEN,BIL,22:25,Out,2,0,0,0
8,UAL,DEN,SAN,22:25,Out,3,30,34,22
8,UAL,ICT,DEN,22:27,In,2,98,88,0
8,UAL,DEN,BOI,22:32,Out,3,31,20,3
8,UAL,DEN,MTJ,22:40,Out,4,40,37,34
8,UAL,CID,DEN,22:41,In,3,139,119,0
8,UAL,DEN,BDN,22:42,Out,4,39,25,0
8,UAL,DEN,AMA,22:44,Out,5,57,43,0
8,UAL,DEN,ICT,22:45,Out,6,122,104,0
8,UAL,DEN,ABQ,22:47,Out,7,48,37,0
8,UAL,EWR,DEN,22:49,In,6,1,0,0
8,UAL,IAH,DEN,22:52,In,5,12,13,0
8,UAL,DAL,DEN,22:59,In,4,94,105,1
8,UAL,HSV,DEN,23:16,In,3,374,365,365
8,UAL,DEN,FAR,23:17,Out,4,125,116,0
8,UAL,DEN,FSD,23:17,Out,5,77,74,24
8,UAL,DEN,SFO,23:18,Out,6,86,99,40
8,UAL,SFO,DEN,23:45,In,5,43,54,0
8,UAL,SFO,DEN,23:46,In,4,121,108,1
8,UAL,DEN,SLC,23:47,Out,5,107,94,60
8,UAL,IAD,DEN,23:58,In,4,0,5,0
9,USA,CLT,DEN,0:17,In,0,20,40,16
9,USA,PHX,DEN,0:22,In,0,1,0,0
9,USA,DEN,PHL,0:44,Out,1,0,8,0
9,USA,DEN,CLT,0:55,Out,2,0,0,0
9,USA,DEN,PHX,5:50,Out,3,0,0,0
9,USA,DEN,CLT,6:41,Out,4,0,0,0
9,USA,DEN,PHL,7:05,Out,5,0,0,0
9,USA,DEN,PHX,7:50,Out,6,0,15,0
9,USA,DEN,CLT,8:09,Out,7,0,0,0
9,USA,CLT,DEN,9:04,In,6,0,0,0
9,USA,PHL,DEN,9:48,In,5,0,0,0
9,USA,DEN,CLT,10:20,Out,6,0,0,0
9,USA,DEN,PHL,10:58,Out,7,0,6,0
9,USA,CLT,DEN,11:28,In,6,14,33,14
9,USA,PHX,DEN,11:32,In,5,0,0,0
9,USA,DEN,CLT,12:08,Out,6,9,9,0
9,USA,DEN,PHX,12:09,Out,7,0,6,0
9,USA,CLT,DEN,13:13,In,6,0,0,0
9,USA,DEN,PHX,14:39,Out,7,0,0,0
9,USA,PHX,DEN,15:14,In,6,5,6,0
9,USA,DEN,CLT,16:01,Out,7,1,11,0
9,USA,PHX,DEN,17:46,In,6,0,8,0
9,USA,DEN,PHX,18:27,Out,7,7,0,0
9,USA,CLT,DEN,20:08,In,6,0,7,0
9,USA,PHL,DEN,21:04,In,5,20,34,20
9,USA,PHX,DEN,21:25,In,4,0,0,0
9,USA,PHL,DEN,22:45,In,3,0,0,0
9,USA,CLT,DEN,23:00,In,2,55,73,0
